GENE,SCORE,Mutation,Expression hub,Regulator,Genomic abnormalities (CNV),meEthylation,#SIGPVALS
FDXR,0.383521,0,0,0,0,0.0363272,0
PPID,0.383391,0,0,0,0,0.0363539,0
SLC12A2,0.383062,0,0,0,0,0.0364212,0
EFNB3,0.383055,0,0,0,0,0.0364226,0
HSP90B1,0.382971,0,0,0,0,0.03644,0
ELMO2,0.38295,0,0,0,0,0.0364441,5
HIST1H3B,0.382947,0,0,0,0,0.0364446,1
ACVR1C,0.382933,0,0,0,0,0.0364475,0
WEE1,0.382861,1.29757,0,0,0,0.014148,10
RBMS3,0.38283,0,0,0,0,0.0364684,5
BCL2L13,0.382795,0,0,0,0,0.0364758,0
XRCC5,0.382738,0,0,0,0,0.0364876,1
APLF,0.382606,0,0,0,0,0.0365145,0
DSN1,0.382504,0,0,0,0,0.0365351,0
NECAP2,0.382482,0,0,0,0,0.0365399,24
ADAMTS6,0.38244,0,0,0,0,0.0365484,1
SNTA1,0.382058,0,0,0,0,0.0366265,0
KCNIP3,0.381951,0,0,1,0,0.0951641,0
CNTFR,0.381792,0,0,0,0,0.0366806,0
CASKIN2,0.38176,0,0,0,0,0.0366873,0
ABHD12,0.381705,0,0,0,0,0.0366985,20
ZADH2,0.381605,0,0,0,0,0.0367189,0
FAM194A,0.381604,0.995679,0,0,0,0.0195966,0
PTPRU,0.381242,0,0,0,0,0.0367932,0
JTB,0.38116,0,0,0,0,0.0368098,0
P4HA1,0.381067,0,0,0,0,0.0368288,0
CCNF,0.38098,0,0,0,0,0.0368468,0
CCDC58,0.38084,0,0,0,0,0.0368754,0
FAM162A,0.38084,0,0,0,0,0.0368754,0
UBE2D4,0.380813,0,0,0,1,0.0394663,0
URGCP,0.380813,0,0,0,1,0.0394663,0
FBXO31,0.380718,0,0,0,0,0.0369004,0
MAP1LC3B,0.380718,0,0,0,0,0.0369004,0
SCRN1,0.380687,0,0,0,1,0.0394924,3
PLA2G4C,0.380664,1.20412,0,0,1,0.0187897,11
PDS5B,0.380551,1.02045,0,0,0,0.0193857,25
OLFML2B,0.380508,0,0,0,0,0.0369432,28
BTRC,0.38048,0,0,0,0,0.0369489,0
ATP6V1H,0.380432,0,0,0,1,0.0395441,26
VPS13C,0.38042,0.151195,0,0,0,0.0343609,6
CYTH1,0.380302,0,0,0,0,0.0369855,8
TSPAN9,0.380262,0,0,0,0,0.0369934,0
RAC2,0.379965,0,0,0,0,0.0370542,21
OSBP,0.37992,0,0,0,0,0.0370634,1
ABCB1,0.379861,0,0,0,1,0.0396611,11
RUNDC3B,0.379861,0,0,0,1,0.0396611,0
USP48,0.379812,1.37263,0,0,0,0.0134802,4
PHLDA2,0.379643,0,0,0,0,0.03712,28
PLBD2,0.379626,0,0,0,0,0.0371236,10
DIS3,0.379603,0.853872,0,0,0,0.0224442,20
BTN2A2,0.379587,0,0,0,0,0.0371314,6
WDR31,0.379531,0,0,0,0,0.037143,26
EIF3K,0.379434,0,0,0,1,0.0397485,0
LAMP3,0.379311,0,0,0,0,0.0371878,2
STK32C,0.379191,0,0,0,0,0.0372125,0
RGS10,0.379155,0,0,0,0,0.0372196,0
TNK2,0.379133,0,4,1,0,0.14305,1
GRAMD3,0.379046,0,0,0,0,0.0372421,1
SLC25A13,0.379025,0,0,0,1,0.0398319,4
NPC1,0.378997,0.946922,0,0,0,0.0209677,29
MRPL9,0.37895,0,0,0,0,0.0372616,28
OAZ3,0.37895,0,0,0,0,0.0372616,0
AQP11,0.37891,0,0,0,0,0.0372699,0
FDPS,0.378907,0,0,0,0,0.0372705,0
SPPL2A,0.378853,0,0,0,0,0.0372814,35
PLK1S1,0.378832,0,0,0,0,0.0372858,17
WDR67,0.378793,0,0,0,0,0.0372937,5
NPM3,0.378721,0,0,0,0,0.0373085,1
HSD17B11,0.37857,0,0,0,0,0.0373393,0
PPARGC1A,0.378563,0,3,1,0,0.131339,0
AKR7A2,0.378428,1.01818,0,0,0,0.0198586,0
SLCO3A1,0.378423,0.756962,0,0,0,0.024352,0
KCNF1,0.378381,0,0,0,0,0.0373778,0
ALS2CR8,0.378338,0,0,0,0,0.0373867,20
WDR12,0.378338,0,0,0,0,0.0373867,0
HIST1H4B,0.378322,0,0,0,0,0.0373898,0
SLC35F2,0.37824,0,0,0,0,0.037407,1
GAS1,0.378233,0,0,0,0,0.0374083,0
GADD45G,0.378176,0,0,0,0,0.0374199,2
GLIPR1L1,0.37811,0,0,0,0,0.0374333,0
TMC7,0.378064,0,0,0,0,0.0374428,0
SIX5,0.378011,0,0,0,1,0.0400393,0
MICB,0.377929,0,0,0,0,0.0374704,7
NOP14,0.377928,0,0,0,0,0.0374706,1
RAD50,0.377914,0,0,0,0,0.0374734,0
HOOK3,0.377907,0.847712,0,0,1,0.0254824,15
CDC42EP3,0.377776,0,0,0,0,0.0375015,1
GUF1,0.377759,0,0,0,0,0.037505,3
P4HB,0.377678,0,0,0,0,0.0375216,1
EZR,0.377675,1.18177,0,0,0,0.0171991,3
ZMYND10,0.377643,1.50169,0,1,0,0.0702203,0
FAM129C,0.377617,0,0,0,1,0.0401197,0
C4orf29,0.377318,0,0,0,0,0.0375951,3
MFSD8,0.377318,0,0,0,0,0.0375951,0
BTBD11,0.377294,0,0,0,0,0.0376,0
PMVK,0.377275,0,0,0,0,0.0376042,0
SERINC3,0.377162,0,0,0,0,0.0376271,0
MRGPRX2,0.377135,0,0,0,0,0.0376325,1
NPHP1,0.3771,0,0,0,0,0.0376398,0
PLEKHN1,0.377032,0,0,0,0,0.0376537,1
DHRS7B,0.377002,0,0,0,0,0.0376597,0
TCTE3,0.376899,1.3851,0,0,0,0.0138614,0
CSF1,0.376835,0,0,0,0,0.0376941,0
FKBP7,0.37679,0,0,0,0,0.0377032,29
TNFRSF21,0.37676,0,0,0,0,0.0377093,0
SLC48A1,0.376432,0,0,0,0,0.0377764,0
SRP54,0.376305,0,0,0,0,0.0378022,0
SLC43A1,0.376195,0.847712,0,0,0,0.0232466,3
KCTD15,0.376185,0,0,0,1,0.0404124,0
C4orf27,0.376103,0,0,0,0,0.0378436,0
ETV7,0.376097,0,1,1,0,0.108188,1
C17orf82,0.376003,0,0,0,0,0.037864,4
BCAS3,0.375951,0,0,0,0,0.0378747,5
NGLY1,0.375853,0,0,0,0,0.0378948,25
OXSM,0.375853,0,0,0,0,0.0378948,18
CYP26A1,0.375823,0.759451,0,0,0,0.0248407,0
TROAP,0.375794,1.40671,0,0,0,0.0137155,2
UHMK1,0.375724,0,0,0,0,0.037921,0
OS9,0.375538,0,0,0,0,0.0379591,1
BAG4,0.375255,0,0,0,1,0.0406027,4
C16orf93,0.375093,0,0,0,0,0.0380502,3
TNFRSF1B,0.374978,0,0,0,0,0.0380737,30
SLC2A10,0.374943,0,0,0,0,0.0380808,0
CPS1,0.374863,0,0,0,0,0.0380972,1
LANCL1,0.374863,0,0,0,0,0.0380972,27
NAGA,0.374731,0,0,0,0,0.0381241,32
ITGA7,0.374562,0,0,0,0,0.0381587,0
RASSF1,0.374495,0,0,0,0,0.0381725,0
SPEF2,0.374278,0,0,0,0,0.0382167,2
SSU72,0.374257,0,0,0,0,0.0382209,0
MS4A7,0.374239,0,0,0,0,0.0382248,30
CRYZ,0.374214,0,0,0,0,0.0382297,0
TYW3,0.374214,0,0,0,0,0.0382297,0
S100PBP,0.373905,0,0,0,0,0.0382929,4
YARS,0.373905,0,0,0,0,0.0382929,11
DDX60,0.373729,1.11295,0,0,0,0.0191897,0
CORO6,0.373655,0,0,0,0,0.0383441,0
CEP250,0.37356,0,0,0,0,0.0383634,0
PCSK5,0.373532,0,0,0,0,0.0383689,0
GLE1,0.373202,0,0,0,0,0.0384366,2
HOXB3,0.373161,0,52,1,0,0.711983,0
UBC,0.373111,0,0,0,0,0.0384553,0
TFG,0.372952,0,0,0,0,0.0384877,1
B4GALT6,0.372633,0,0,0,0,0.0385528,15
DDAH2,0.3726,0,0,0,0,0.0385598,0
RHOB,0.372587,0,0,0,0,0.0385624,11
FUT11,0.37256,0,0,0,0,0.0385676,0
KIAA1279,0.372541,0,0,0,0,0.0385718,30
RSPH1,0.372392,0,0,0,0,0.0386023,7
CNIH3,0.37238,0,0,0,0,0.0386045,2
OLIG3,0.372359,0,0,1,0,0.097125,0
ACTR3,0.372326,0,0,0,0,0.0386157,0
DUSP14,0.372268,0,0,0,0,0.0386275,0
UTP20,0.372202,0,0,0,0,0.0386409,0
OSBPL1A,0.372084,0,0,0,0,0.038665,0
STUB1,0.372057,0,0,0,0,0.0386704,0
LILRA1,0.372041,0,0,0,1,0.0412595,2
USP20,0.371913,0,0,0,0,0.0387,13
CARD18,0.371793,2.25181,0,0,0,0,0
GNAI2,0.371611,0.958607,0,0,0,0.0222764,15
AK2,0.371327,0,0,0,0,0.0388199,10
CAGE1,0.371113,1.29073,0,0,0,0.0166668,0
ZNF343,0.371081,0,2,1,0,0.121041,0
CD27,0.371061,0,0,0,0,0.0388741,0
L3MBTL4,0.370902,0,6,1,0,0.168387,0
C19orf53,0.370863,0,0,0,1,0.0415003,0
KIF18A,0.370581,0,0,0,0,0.0389722,1
GLG1,0.370505,0,0,0,0,0.0389878,5
GGPS1,0.370469,0,0,0,0,0.0389953,27
FBP1,0.37041,0,0,0,0,0.0390074,14
SNX22,0.3704,0,0,0,0,0.0390095,0
STK17B,0.370271,0,0,0,0,0.0390359,23
TOPORS,0.370116,0,0,0,0,0.0390674,3
NPR3,0.369838,0,0,0,0,0.0391242,5
KDELR1,0.369787,0,0,0,1,0.0417202,1
FHOD3,0.369721,0,0,0,0,0.0391482,0
WAC,0.369713,2.27654,0,0,0,0,1
GNPDA2,0.369623,0,0,0,0,0.0391682,13
HIST1H2BF,0.369532,0,0,0,0,0.0391868,1
ERBB4,0.369459,0,0,1,0,0.0977176,6
SEPHS1,0.369457,0,0,0,0,0.0392019,0
NDRG1,0.369438,0,0,0,1,0.0417916,0
FKTN,0.369409,1.36856,0,0,0,0.0156768,19
DCTN2,0.369129,0,0,0,0,0.0392691,0
KIAA0664,0.369117,0,0,0,0,0.0392716,1
MRPS14,0.369085,0,0,0,0,0.0392782,0
CLGN,0.368829,0,0,0,0,0.0393304,0
NEIL3,0.368796,0,0,0,0,0.0393374,0
PI4K2B,0.368786,0,0,0,0,0.0393392,0
RDM1,0.368388,0,0,0,0,0.0394205,8
PLEKHG2,0.368202,1.4045,0,0,1,0.0178909,0
AGFG1,0.36803,0,0,0,0,0.0394939,3
LGALS3,0.367929,0,0,0,0,0.0395143,29
BRIP1,0.367838,0,0,0,0,0.0395332,0
NUP88,0.367811,0,0,0,0,0.0395385,1
RPAIN,0.367811,0,0,0,0,0.0395385,3
SLC16A6,0.367669,0,0,0,0,0.0395675,31
GMFB,0.367632,0,0,0,0,0.0395749,27
HIST1H1D,0.367545,0,0,0,0,0.0395927,0
DYNC1LI2,0.367536,0,0,0,0,0.0395949,0
CHST1,0.367437,0,0,0,0,0.0396148,1
CD38,0.367405,0,0,0,0,0.0396216,0
CYP2R1,0.367381,0,0,0,0,0.0396265,0
DGCR8,0.367329,0,0,0,0,0.039637,0
VPS41,0.367089,0,0,0,1,0.0422716,0
PCOLCE2,0.367068,0,0,0,0,0.0396905,0
NOS1AP,0.367033,0,0,0,0,0.0396976,0
NEUROG3,0.366889,0,0,1,0,0.0982429,0
RNF144A,0.366728,0,0,0,0,0.0397598,32
ASAP3,0.366517,0,0,0,0,0.0398029,2
ETHE1,0.366378,0,0,0,1,0.042417,0
FZD4,0.36635,0,0,0,0,0.039837,0
XPO5,0.366121,0,0,0,0,0.0398839,0
FBXO11,0.366028,1.50585,0,0,0,0.0140069,0
TMEM117,0.365968,0,0,0,0,0.0399152,0
PCDH7,0.365871,0,0,0,0,0.0399351,0
RPL4,0.36581,0.79588,0,0,0,0.0262607,16
EXT1,0.365785,0,0,0,1,0.0425381,21
KIF16B,0.36576,0,0,0,0,0.0399577,0
OMA1,0.365693,0,0,0,0,0.0399715,9
MRPL21,0.365622,0,0,0,0,0.0399859,0
CENPO,0.365612,0,0,0,0,0.039988,0
AVEN,0.3656,0,0,0,0,0.0399903,0
ROPN1L,0.365545,0,0,0,0,0.0400016,0
SEC22A,0.365372,0,0,0,0,0.0400371,4
GYG1,0.365303,0,0,0,0,0.0400512,2
GNB1,0.365289,1.08672,0,0,0,0.0213658,0
TTK,0.365235,0,0,0,0,0.0400652,0
THBD,0.365223,0,0,0,0,0.0400675,11
PTGER2,0.365195,0,0,0,0,0.040073,2
C19orf70,0.365183,0,0,0,1,0.0426612,0
HSD11B1L,0.365183,0,0,0,1,0.0426612,0
LOC338799,0.36507,0,0,0,0,0.0400987,5
PGLS,0.365028,0,0,0,1,0.0426929,0
UTP11L,0.365013,0,0,0,0,0.0401105,1
PSMD2,0.364902,0,0,0,0,0.0401331,1
TRIM13,0.364799,0,29,1,0,0.441663,1
FASN,0.364725,0,0,0,0,0.0401694,0
RANBP10,0.364695,0,0,0,0,0.0401753,6
TSNAXIP1,0.364695,0,0,0,0,0.0401753,0
ORMDL2,0.364503,0,0,0,0,0.0402146,3
SARNP,0.364503,0,0,0,0,0.0402146,1
LLPH,0.364469,0,0,0,0,0.0402216,0
NXF1,0.364458,0,0,0,0,0.0402238,0
SPRY2,0.364402,0,0,0,0,0.0402354,2
CYP39A1,0.364317,0,0,0,0,0.0402526,0
SLC25A27,0.364317,0,0,0,0,0.0402526,1
SLCO2A1,0.364181,0,0,0,0,0.0402804,1
TMEM141,0.364161,0,0,0,0,0.0402844,0
EIF2B2,0.364152,0,0,0,0,0.0402864,0
ANP32E,0.364143,0,0,0,0,0.0402881,0
PICALM,0.363928,0,0,0,0,0.0403322,1
PIGK,0.363869,0,0,0,0,0.0403442,1
ULBP1,0.363673,0,0,0,0,0.0403843,0
FAM53C,0.363618,0,0,0,0,0.0403956,0
LCLAT1,0.363594,0,0,0,0,0.0404006,24
GALNT11,0.363564,0,0,0,1,0.0429922,0
GLO1,0.363543,0,0,0,0,0.0404108,3
KLHL18,0.363446,1.57512,0,0,0,0.0133433,24
ST3GAL5,0.363289,0,0,0,0,0.0404628,28
ADCK1,0.363244,0,0,0,0,0.0404721,1
TRAPPC6A,0.363057,0,0,0,1,0.0430957,6
GRK5,0.363019,0,0,0,0,0.0405179,0
MFN1,0.362912,1.15058,0,0,0,0.0207533,0
MINA,0.362712,0,0,0,0,0.0405808,0
CCNO,0.362702,0,0,0,0,0.0405828,0
C6orf165,0.362613,0,0,0,0,0.0406009,0
WWP2,0.362575,0,0,0,0,0.0406085,0
CRADD,0.362546,0,0,0,0,0.0406148,4
ICK,0.362487,0,0,0,0,0.0406268,0
RHOH,0.362338,0,0,0,0,0.0406571,2
CHST2,0.362311,0,0,0,0,0.0406628,3
RCC2,0.362233,1.36151,0,0,0,0.0172646,6
NBPF3,0.362171,0,0,0,0,0.0406913,0
SUPT16H,0.362111,0,0,0,0,0.0407038,0
VPS37A,0.362063,0,0,0,1,0.0432991,0
TMX4,0.361759,0,0,0,0,0.0407755,0
MFAP1,0.361735,0,0,0,0,0.0407803,0
LEF1,0.361651,0,0,0,0,0.0407977,0
AKR1A1,0.36145,0,0,0,0,0.0408388,30
PTER,0.361286,0,0,0,0,0.0408722,0
CNRIP1,0.361255,0,0,0,0,0.0408786,0
KCTD16,0.361216,0,0,0,0,0.0408865,0
YIPF5,0.361216,0,0,0,0,0.0408865,1
THUMPD2,0.361155,0,0,0,0,0.0408989,1
DUSP19,0.360849,0,0,0,0,0.0409617,4
MTTP,0.360849,0,0,0,0,0.0409615,0
SYT11,0.360842,0,0,0,0,0.040963,0
POLR1B,0.360523,0,0,0,0,0.041028,14
DHRS3,0.360179,0,0,0,0,0.0410986,19
FNTA,0.359857,0,0,0,1,0.0437499,0
EXOC5,0.359787,0,0,0,0,0.0411785,0
MMAB,0.35959,0,0,0,0,0.0412189,0
MVK,0.35959,0,0,0,0,0.0412189,0
INSIG2,0.359581,0,0,0,0,0.0412208,0
BCAT2,0.359474,0,0,0,1,0.0438284,0
CMAS,0.359309,0,0,0,0,0.0412762,0
PLA2G12A,0.359291,0,0,0,0,0.0412801,18
C5orf34,0.359287,0,0,0,0,0.0412808,18
AK5,0.358592,0,0,0,0,0.0414231,1
HLA-F,0.358503,0,0,0,0,0.0414411,0
HNF1B,0.358264,0,2,1,0,0.123661,0
CRYBA2,0.358169,0,0,0,0,0.0415093,0
IL18BP,0.358128,0,0,0,0,0.0415178,30
CTR9,0.357922,0,0,0,0,0.0415599,4
NRG2,0.357889,0,0,0,0,0.0415665,0
MMP15,0.357687,0,0,0,0,0.0416078,3
DDX24,0.357646,0,0,0,0,0.0416161,0
IFI27L1,0.357646,0,0,0,0,0.0416161,0
YTHDC2,0.357289,0,0,0,0,0.041689,2
SNX11,0.357284,0,0,0,0,0.0416904,5
ABCF1,0.357215,0.744727,0,0,0,0.0288972,2
TAPBPL,0.357097,0,0,0,0,0.0417286,0
SIAH2,0.356996,0,0,0,0,0.0417492,13
TRMT12,0.356782,0,0,0,1,0.0443785,1
RHOV,0.356737,0,0,0,0,0.0418019,0
SIK2,0.356397,0,0,0,0,0.0418716,0
CWF19L1,0.356358,0,0,0,0,0.0418796,0
NDUFA5,0.356267,0,0,0,1,0.0444839,8
STX3,0.356114,0.806875,0,0,0,0.0280536,0
KREMEN2,0.355972,0,0,0,0,0.0419585,1
FUCA2,0.355961,0,0,0,0,0.0419607,30
PNPLA7,0.355921,0,0,0,0,0.0419688,0
ATP11B,0.355658,1.46725,0,0,0,0.0167904,1
CENPC1,0.355632,0,0,0,0,0.0420279,0
NRP2,0.355164,0,0,0,0,0.0421236,33
TXNDC12,0.35498,0,0,0,0,0.0421612,0
DYNLRB2,0.354642,0,0,0,0,0.0422303,1
BBS4,0.35446,0,0,0,0,0.0422673,0
TCF7L1,0.354383,0,0,0,0,0.0422833,0
GNB2L1,0.354295,0,0,0,0,0.0423014,16
ECHDC3,0.354191,0,0,0,0,0.0423226,1
ANKRD11,0.354105,0,0,0,0,0.0423401,15
CGGBP1,0.35392,0,0,0,0,0.0423778,3
GPRC5C,0.353905,0,0,0,0,0.0423808,1
MPHOSPH6,0.353879,0,0,0,0,0.0423863,0
HOXD1,0.353845,0,2,1,0,0.124564,0
VAV2,0.353807,0,0,0,0,0.0424009,0
ARFGAP3,0.353782,0,0,0,0,0.042406,2
PFN4,0.353618,0,0,0,0,0.0424398,0
WDR17,0.353557,0,0,0,0,0.0424521,2
USP21,0.353311,0,0,0,0,0.0425024,0
RABEPK,0.353292,0,0,0,0,0.0425063,1
DLK2,0.353033,0,0,0,0,0.0425592,0
ERAL1,0.352902,0,0,0,0,0.0425859,0
COIL,0.352839,0,0,0,0,0.0425988,15
ANKS1A,0.352834,0,0,0,0,0.0425998,0
VRK3,0.352766,0,0,0,1,0.0451993,0
SESN2,0.352364,0,0,0,0,0.0426958,0
TIRAP,0.35218,0,0,0,0,0.0427336,1
MBD6,0.352102,0,0,0,0,0.0427494,0
SERINC1,0.352039,0,0,0,0,0.0427624,1
CCDC7,0.351914,0,0,0,0,0.0427879,0
ULBP3,0.351824,0,0,0,0,0.0428063,1
CNNM4,0.351742,0,0,0,0,0.0428229,0
COG6,0.35162,0,0,0,0,0.042848,13
PTGS2,0.351263,0,0,0,0,0.042921,0
MPP6,0.351253,0,0,0,1,0.0455085,0
ATP5J,0.350958,0,0,0,0,0.0429831,0
WSB2,0.350735,0,0,0,0,0.0430289,24
STX6,0.350704,0,0,0,0,0.0430353,0
SLIT1,0.350557,0,0,0,0,0.0430653,1
VASH1,0.350458,1.18977,0,0,0,0.022625,7
TMEM38B,0.350146,0,0,0,0,0.0431493,0
CTSB,0.349884,0,0,0,1,0.0457886,33
METTL7A,0.349785,0,0,0,0,0.043223,0
NEDD1,0.349594,0,0,0,0,0.0432621,11
EIF3H,0.349447,0,0,0,1,0.0458778,26
RUFY1,0.349444,0.645892,0,0,0,0.0321853,1
CLCN3,0.349386,0,0,0,0,0.0433047,4
ITSN2,0.349243,0,0,0,0,0.0433339,1
HAUS6,0.34917,0,0,0,0,0.0433487,23
WDSUB1,0.349157,0,0,0,0,0.0433513,0
IARS,0.3489,0,0,0,0,0.043404,7
MCF2L2,0.348898,0,0,0,0,0.0434046,0
EPHA4,0.348792,0,0,0,0,0.0434259,0
GGN,0.348645,0,0,0,1,0.0460418,0
FHL3,0.348635,0,0,0,0,0.0434583,0
CD44,0.348459,0,0,0,0,0.0434939,0
NARS2,0.348417,0,0,0,0,0.0435027,28
PAIP2,0.348362,0,0,0,0,0.043514,0
ARL6,0.348298,0,0,0,0,0.043527,1
PAPSS1,0.348194,0,0,0,0,0.0435483,5
RTN2,0.347983,0,0,0,1,0.046177,0
ST3GAL2,0.34792,0,0,0,0,0.0436043,0
CHKA,0.347914,0,0,0,0,0.0436055,0
MMP2,0.3479,0,0,0,0,0.0436083,0
CCNJL,0.347899,0,0,0,0,0.0436087,0
QDPR,0.347864,0,0,0,0,0.0436159,0
B3GAT3,0.347836,0,0,0,0,0.0436217,0
SIRPB1,0.34781,0,0,0,0,0.0436266,18
ACHE,0.347677,0,0,0,1,0.0462395,1
SMCR8,0.347454,0,0,0,0,0.0436997,0
PROK2,0.347447,0,0,0,0,0.043701,4
TLE3,0.347244,0,0,0,0,0.0437423,0
TNFRSF8,0.347171,0,0,0,0,0.0437574,0
PSMB6,0.347139,0,0,0,0,0.0437639,3
C18orf56,0.34705,0,0,0,0,0.0437819,0
TYMS,0.34705,0,0,0,0,0.0437819,0
MFSD2A,0.346983,0,0,0,0,0.0437957,2
AKAP1,0.346842,0,0,0,0,0.0438247,0
BCKDHB,0.346724,0,0,0,0,0.0438488,12
RRP12,0.346547,0,0,0,0,0.0438849,0
DHRS1,0.34639,0,0,0,0,0.043917,0
LHFPL5,0.345938,0,0,0,0,0.0440096,0
SGTA,0.345913,0,0,0,1,0.0466002,0
MED9,0.345737,0,0,0,0,0.0440504,2
IGFBP7,0.345693,0,0,0,0,0.0440595,1
SSBP3,0.345615,0,0,0,0,0.0440756,0
MRE11A,0.345609,1.13253,0,0,0,0.0246006,29
MTCH2,0.345435,0,0,0,0,0.0441123,0
PQLC1,0.34512,0,0,0,0,0.0441766,0
KLHDC3,0.345083,1.05948,0,0,0,0.0259642,0
UBE3A,0.345077,0,0,0,0,0.0441855,1
LMAN2L,0.345063,0,0,0,0,0.0441884,1
PHLDA3,0.344939,0,0,0,0,0.0442135,1
CTSO,0.344912,0,0,0,0,0.0442189,1
RASAL2,0.344779,0,0,0,0,0.0442463,2
ATG16L1,0.34474,1.10458,0,0,0,0.0252591,0
HAP1,0.344513,0,0,0,0,0.0443007,0
FZD3,0.34447,0,0,0,1,0.046895,2
CPSF6,0.344372,0,0,0,0,0.0443297,27
PUS1,0.344353,1.31158,0,0,0,0.0217781,15
RTN4RL2,0.344176,0,0,0,0,0.0443694,0
ALDH1B1,0.344169,0,0,0,0,0.0443709,0
CYTH3,0.344027,0,0,0,1,0.0469856,1
HMGN4,0.343862,0,0,0,0,0.0444338,0
C15orf29,0.343841,0,0,0,0,0.0444381,14
RMI1,0.343687,0,0,0,0,0.0444693,0
C1orf50,0.343669,0,0,0,0,0.044473,2
LEPRE1,0.343669,0,0,0,0,0.044473,0
BBS12,0.343595,0.982967,0,0,0,0.027584,0
NKTR,0.343554,0,0,0,0,0.0444966,16
CEPT1,0.343449,0,0,0,0,0.0445183,6
DRAM2,0.343449,0,0,0,0,0.0445183,1
NTN4,0.343429,0,0,0,0,0.0445224,1
BICD1,0.343319,1.56225,0,0,0,0.0176787,0
MCF2L,0.343251,0,0,0,0,0.0445587,1
MAP2K6,0.343239,0,0,0,0,0.0445609,0
GTPBP10,0.342606,0,0,0,1,0.0472762,12
BAI2,0.342531,0,0,0,0,0.0447058,0
NAA50,0.342484,0,0,0,0,0.0447155,1
BIRC3,0.342279,0,0,0,0,0.0447573,1
SFMBT1,0.342256,0,0,0,0,0.044762,0
LGI2,0.341517,0,0,0,0,0.044913,0
KCNK5,0.341474,0,0,0,0,0.0449218,1
EIF2B4,0.341457,0,0,0,0,0.0449255,0
SNX17,0.341457,0,0,0,0,0.0449255,0
PARP8,0.341413,0,0,0,0,0.0449343,1
WDR81,0.341259,0,0,0,0,0.0449659,9
SSR2,0.34125,0,0,0,0,0.0449676,0
LRCH3,0.341106,1.67985,0,0,0,0.0161086,0
PDIK1L,0.341038,0,0,0,0,0.045011,18
KRI1,0.340795,0,0,0,1,0.0476462,18
C5orf15,0.340704,0,0,0,0,0.0450792,0
CCDC62,0.340697,0,0,0,0,0.0450806,0
ADAMTS3,0.340679,0,0,0,0,0.0450845,0
TRNAU1AP,0.340493,0,0,0,0,0.0451225,0
ANTXR1,0.34042,0,0,0,0,0.0451372,11
NT5DC3,0.340417,0,0,0,0,0.0451378,1
MYO6,0.340268,0,0,0,0,0.0451682,0
ATP7B,0.339985,0,0,0,0,0.0452263,19
GPATCH1,0.339868,0,0,0,1,0.0478357,1
RAD18,0.339862,0,0,0,0,0.0452513,0
KCNH8,0.339836,0.387216,1,1,0,0.108941,0
SCAMP3,0.339642,0,0,0,0,0.0452964,0
HN1L,0.339638,0,0,0,0,0.0452973,14
MLST8,0.33949,0,0,0,0,0.0453273,0
RPL14,0.339329,0,0,0,0,0.0453603,16
OSTM1,0.339324,0,0,0,0,0.0453612,25
MPV17L,0.33905,0,0,0,0,0.0454172,1
RAP1GDS1,0.338803,1.03621,0,0,0,0.0276481,1
PRCP,0.338739,0,0,0,0,0.045481,9
ACO2,0.338725,0,0,0,0,0.0454838,14
FBXO28,0.338682,0,0,0,0,0.0454926,1
CYR61,0.338633,0,0,0,0,0.0455026,0
GPC5,0.338552,0,0,0,0,0.045519,2
PLEKHA8,0.338525,0,0,0,1,0.0481102,1
TLL2,0.338519,0,0,0,0,0.0455258,9
CGN,0.338416,0.686133,0,0,0,0.0337474,0
HS1BP3,0.338376,0,0,0,0,0.0455551,5
C1orf109,0.338202,0,0,0,0,0.0455905,27
SLC47A1,0.338125,0,0,0,0,0.0456065,3
ENPP1,0.338091,0,0,0,0,0.0456133,0
TRAPPC4,0.33805,0,0,0,0,0.0456218,1
GNA15,0.337913,1.32606,0,0,1,0.0254312,0
CHPT1,0.337889,0,0,0,0,0.0456547,0
MATN3,0.337887,0,0,0,0,0.0456551,0
MSH2,0.337816,0,0,0,0,0.0456697,6
WNT11,0.337806,0,0,0,0,0.0456717,0
HOMER1,0.337737,0,0,0,0,0.0456858,0
VPS4B,0.337612,0,0,0,0,0.0457113,0
KIAA0513,0.33747,0,0,0,0,0.0457404,1
STRN,0.33743,1.36856,0,0,0,0.0222132,0
C6orf89,0.337255,0,0,0,0,0.0457842,1
TSPAN12,0.337119,0,0,0,1,0.0483978,1
C21orf91,0.337095,0,0,0,0,0.045817,3
ZNF625,0.337056,0,0,1,1,0.106926,7
RSRC2,0.336912,1.33068,0,0,0,0.0229706,29
RFT1,0.336615,0,0,0,0,0.0459152,15
ADAM22,0.336568,0,0,0,1,0.0485104,0
TMEM198,0.336562,0.869666,0,0,0,0.0309702,0
PSEN1,0.336546,0,0,0,0,0.0459292,1
RGS16,0.336446,0,0,0,0,0.0459497,0
FBXO6,0.336376,0,0,0,0,0.0459638,0
MICALL1,0.336311,0,0,0,0,0.0459773,0
ANKRD10,0.336256,0,0,0,0,0.0459884,5
FBXL14,0.336254,0,0,0,0,0.045989,0
CSTF2T,0.336224,1.47108,0,0,0,0.0206968,26
GORASP1,0.336199,0,0,0,0,0.046,0
TTC21A,0.336199,0,0,0,0,0.046,0
SMC6,0.336161,0,0,0,0,0.0460078,0
INTS5,0.33569,0,0,0,0,0.0461041,0
DNAJC24,0.335689,0,0,0,0,0.0461043,0
